Name,Description,Website,Business Unit,Focus Area,Draft Opportunity Space,Original Taxonomy,Business Model Option,Friction Point,Business Models,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Inc. Compass,Hero,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result,Source
Access Early,App-based lending platform for payday loans to provide employees with access to the portion of earned wages,http://accessearly.com,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Through Employer > Salary Linked Loans > Direct Lender,,2020,,Australia,Oceania,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Access Intell,,https://accessintell.com,2. CC&C,2.2. Empowering CSR Teams,2.2. Customer Risk Profiling,Credit Risk,,,Banking Tech > RegTech > Risk Management > Credit Risk,,2018,,Australia,Oceania,No,Unfunded,,,Nascent,,FALSE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Accessor,"Provider of data and monitoring solutions. It provides telematics solutions for fleet management service providers, insurance companies, leasing companies, and OEMs. It features multiple reactors for data and monitoring solutions such as a fleet reactor for fleet management, an asset reactor for tracking assets, and a UBI reactor for insurance applications.",https://www.accessor-telematics.com/,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based > On Demand,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2016,,Sweden,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Accessor,"Provider of data and monitoring solutions. It provides telematics solutions for fleet management service providers, insurance companies, leasing companies, and OEMs. It features multiple reactors for data and monitoring solutions such as a fleet reactor for fleet management, an asset reactor for tracking assets, and a UBI reactor for insurance applications.",https://www.accessor-telematics.com/,3. Insurance,3.3. Affordable Insurance,3.3. Usage-Based Insurance,Usage-based Insurance (Telematics Data Monitoring Software),,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based > On Demand,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2016,,Sweden,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Accounting Credit,Suanhua provides lending risk identification solutions. Products include value customer mining solution; early risk identification solution; fraud risk prevention solution; lending behaviour characteristics solution; credit risk assessment solution and post-loan monitoring management solution.,https://www.suanhua.org/,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,"Alternative Lending > Enablers > Alternative Credit Score > Diversified,
Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score",,2014,,China,Asia,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
Accounts Pending,"Accounts Pending provides cloud-based collection management software for small and medium-sized businesses. It features solutions for pending payments, automated payment collection, analysis report, branding, integrated payment portal, etc.",http://accountspending.com,2. CC&C,2.1. Customer-first Credit,,Accounts Receivables Collections,,,Finance & Accounting Tech > Accounting Solutions > Quote to Cash > Account Receivables > Collections,,2018,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
AccountScore,AccountScore is an online credit scoring company providing lenders a bank transactional history based credit scoring. The company looks out for the patterns in transactions and history check for doing a credit analysis of an individual.,https://www.accountscore.com,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,"Alternative Lending > Enablers > Alternative Credit Score > Individuals > Financial Transactions,
Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score",,2016,19,United Kingdom,Europe,Yes,Acquired,,,Mature,,TRUE,FALSE,1,0.3,1,0,1,0.7,,0,1,Mature,TRACXN
Accourate,Online platform offering alternative credit scores through credit assessment. It analyzes different transactions of the users to identify if there are any defaults or frauds and also determine their creditworthiness. It also allows its customers to have customized solutions or processes for doing credit assessments of their users.,http://accourate.io,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score,,2017,,Germany,Europe,Yes,Series B,"$5,300,000",,Emerging,,TRUE,FALSE,0.7,0.3,,0,0.4,0.7,,0,0.49,Emerging,TRACXN
Accrue Savings,"Online platform offering rewards for consumers and reward-based solutions for business. The platform enables users to avail cash rewards, & save for multi-category product shopping along with sharing with friends and families. It also provides solutions for brands enabling alternative payment options, managing revenue systems, and more.",https://www.accruesavings.com/,1. Payments,1.4. Embedded Payments,1.4. E-merchant Solutions,,,,E-Commerce Enablers > Payments > Save Now Buy Later,,2020,,United States of America,North America,Yes,Series A,"$29,700,000",,Emerging,,TRUE,FALSE,0.5,0.3,,0,0.4,0.7,,0,0.43,Emerging,TRACXN
Accrued,Online platform for payday loans,http://getaccrued.com,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Direct Lender,,2021,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.2,0.3,,0,0,0.7,,0,0.06,Nascent,TRACXN
Acentria,"Acentria is an insurance brokers and reassurance company. They help clients in identify the insurance requirements as per their need.Currently, they are in stealth mode.",https://acentria.co.ke,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Policy Software,,,Insurance IT > Insurance Policy Solutions > Insurance Software Suite > Diversified,,2013,,Kenya,Africa,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
ACFin,Online platform for payday loans. It offers payday loans to the employees by partnering with the employer for monthly payroll deductions. The user must add the required personal information and apply for the loan within the criteria based on the total salary package. Once approved the funds are directly transferred to the registered bank account.,https://www.acfin.it/,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Through Employer > Salary Linked Loans > Direct Lender,,2016,,Italy,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Acima,"Online platform for point-of-sale financing. It enables customers to make installment payments for an online/offline product. It also provides checking accounts & solutions to merchants for accepting installment payments. Payments can be done via ACH, credit/debit cards, telephone, and more.",https://www.acima.com/,2. CC&C,2.3. Embedded Lending,2.3. Buy Now Pay Later (BNPL),Point of Sale Financing,,,Alternative Lending > Online Lenders > Consumer Loans > Point of Sale Financing > Direct Lender,,2013,,United States of America,North America,Yes,Acquired,,,Mature,,TRUE,FALSE,1,0.3,,0,1,0.7,,0,1,Mature,TRACXN
ACINQ,"API-linked crypto payment acceptance solutions for businesses It offers a dashboard to monitor payments in real-time and a WooCommerce plugin. It also offers Eclair, a mobile-based Bitcoin wallet for LN transactions.",https://acinq.co,1. Payments,1.2. Easing of Remittances,"1.2. Blockchain for Faster, More Secure Payments",,,,Cryptocurrencies > Financial Services > Payments > Business Payments > Online Payments,,2014,,France,Europe,Yes,Series A,"$10,000,000",,Emerging,,TRUE,FALSE,1,0.3,,0,0.4,0.7,,0,0.58,Emerging,TRACXN
ACKO,"Platform offering insurance services for individuals. It offers quotes for car insurance, bike insurance, health insurance, group medical insurance, third-party liability insurance, electronic insurance, and more. Its features cashless claims processing with doorstep pickup and delivery services, and more. Their app allows users to buy, manage and claim any policy without commission. The app is available for iOS and Android devices.",https://www.acko.com/,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > Internet First Insurer,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto,
Insurance IT > Insurance Policy Solutions > Investigation Solutions > Property & Casualty > Auto",,2016,1.036,India,Asia,Yes,Series D,"$450,000,000",,Mature,,FALSE,FALSE,1,0.3,1,0,0.7,0.7,,0,0.79,Mature,TRACXN
ACKO,"Platform offering insurance services for individuals. It offers quotes for car insurance, bike insurance, health insurance, group medical insurance, third-party liability insurance, electronic insurance, and more. Its features cashless claims processing with doorstep pickup and delivery services, and more. Their app allows users to buy, manage and claim any policy without commission. The app is available for iOS and Android devices.",https://www.acko.com/,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Investigation Solutions,,,"Auto E-Commerce & Content > Insurance > Internet First Insurer,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto,
Insurance IT > Insurance Policy Solutions > Investigation Solutions > Property & Casualty > Auto",,2016,1.036,India,Asia,Yes,Series D,"$450,000,000",,Mature,,FALSE,FALSE,1,0.3,1,0,0.7,0.7,,0,0.79,Mature,TRACXN
Aclaró,"Aclaro provides business intelligence solutions for automotive industries. It uses advance Machine Learning algorithms to help businesses to understand consumer behaviour. It enables users to collect data from various sources, manage transactions data and identify risk to help customers. It provides insights to businesses to understand the sales and make better decisions.",http://aclaro.io,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Risk,,,"GRC Software > Risk Management > Financial Risk > Credit Risk,
Banking Tech > RegTech > Risk Management > Credit Risk,
RegTech > Risk Management > Risk Type > Banking Industry Risks > Credit Risk > Auto Loans,
Vertical Business Intelligence > Industry Specific > Automotive",,2018,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
AcousticPay,"AI-driven audio-based payment system for businesses. It features a solution for TLS & RSA encrypted payloads, runtime hacking detection, data transfer, runtime transaction detection, transaction request tagging, ultrasonic data transmission, and more. It allows the initiation of mobile payment through their mobile device using ultrasonic or in-audible data transmission. It supports every platform including Raspberry Pi, POS operating systems, PyBoard, Android, IOS, Linux, Windows, and more.",http://acousticpay.com,1. Payments,1.1. Contactless Payments,,,,,Payments > Enablers > Contactless Payments > Sound,,2020,,Bangladesh,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Acre,App-based payment & micro-investments solutions for cryptocurrency. It offers micro-payments solutions for businesses. It supports recurring investments and one-time investments. It is available on Android and iOS platforms.,https://www.getacre.io/,1. Payments,1.2. Easing of Remittances,"1.2. Blockchain for Faster, More Secure Payments",,,,Cryptocurrencies > Financial Services > Payments > Business Payments > Micropayments,,2018,,United States of America,North America,Yes,Funding Raised,,,Emerging,,FALSE,FALSE,0.7,0.3,,0,0.7,0.7,,0,0.7,Emerging,TRACXN
Acreditame,"QR code-based payment solutions for consumers and businesses. The company offers QR codes for instant payments. It allows users to pay and collect, from cell phone to cell phone.",https://www.acreditame.com,1. Payments,1.1. Contactless Payments,1.1. QR code Payments to reach the unbanked,,,,Payments > Business Payments > QR Code Payments,,2019,,,,No,Unfunded,,,Nascent,,FALSE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Acronex Group,"Acronex Group provides insurance claim solution suite for the insurance industry. It provides Livegenic, a cloud-based platform for insurance claim inspectors and insurance claim adjusters to collect data for insurance claims processing. It also offers Claims Genius Solution for damage assessment from the photographs for insurance claims settlement. It offers iPortalis, a cloud-based digital platform for insurance agency management, insurance policy management, insurance portfolio management, and more.",http://acronexgroup.com,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Claims Processing,,,Insurance IT > Insurance Policy Solutions > Claims Processing > Suite > Diversified,,2017,,United Kingdom,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Acrual,"Acrual provides an online platform to manage invoices and quotations. It offers features such as online invoicing, invoice estimation, quotation, CRM etc. The monthly subscription of the software starts from $79.",https://acrual.com,2. CC&C,2.1. Customer-first Credit,,Accounts Receivables Collections,,,Finance & Accounting Tech > Accounting Solutions > Quote to Cash > Account Receivables > Collections,,2014,,Australia,Oceania,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
